1000 1000
100 1 2 2 3 5 2 4 4 6 4 5 2 9 7 13 14 14 13 6 14 15 4 23 7 1 19 11 11 6 10 17 15 5 25 2 31 3 25 19 29 17 33 8 9 11 8 45 45 28 1 46 28 28 31 40 54 9 23 36 49 24 62 19 8 58 48 42 13 69 25 14 31 53 19 56 58 70 58 1 63 43 26 20 17 23 38 43 7 72 40 24 92 57 71 84 52 84 70 56
49 1 2 3 1 3 6 5 7 6 7 8 4 2 13 6 14 9 10 13 17 4 15 20 5 21 1 9 5 11 12 19 7 7 8 28 19 34 4 32 12 25 29 10 9 33 20 7 29
53 1 1 1 3 4 4 3 1 6 1 6 6 2 8 8 8 1 17 16 11 18 13 5 1 22 25 25 25 22 2 27 7 20 28 20 21 21 17 31 21 13 1 15 44 4 22 21 36 42 7 50 13
6 1 1 1 3 5
22 1 2 3 1 5 2 2 3 5 4 5 10 12 2 2 15 3 17 5 13 17
11 1 1 2 2 3 2 2 7 8 8
92 1 2 2 3 1 5 1 3 9 8 11 4 12 8 14 4 8 10 19 15 16 22 10 22 11 20 9 27 17 16 9 1 29 32 33 32 16 18 14 21 24 8 30 22 40 38 12 12 17 17 46 4 7 36 2 47 57 44 56 43 21 14 42 50 4 53 28 58 52 31 70 33 1 69 3 29 50 32 77 51 61 6 57 32 12 11 4 1 41 8 84
28 1 1 2 3 1 4 1 7 9 3 11 8 10 8 14 6 17 15 9 5 2 5 16 3 5 13 16
18 1 2 1 1 1 2 6 7 2 8 7 9 13 2 6 15 9
24 1 1 3 2 3 1 2 3 2 7 4 5 4 6 5 12 8 17 11 5 21 10 1
10 1 1 3 2 4 2 3 5 9
40 1 2 2 2 5 2 2 4 6 5 1 4 5 11 14 15 11 13 4 12 17 18 15 10 1 25 11 2 13 30 25 13 19 34 31 19 14 18 2
29 1 2 2 4 1 1 5 5 8 2 6 7 10 8 14 13 15 7 1 17 18 21 8 8 16 21 14 6
100 1 2 3 1 5 4 1 5 7 7 9 10 13 11 14 9 11 17 7 7 21 5 19 16 10 26 6 3 22 9 26 14 17 15 21 23 15 13 31 24 33 27 24 32 16 45 11 16 24 18 29 30 2 31 32 6 20 44 43 33 54 36 39 32 62 18 15 27 33 33 16 51 46 51 8 37 65 65 18 73 40 38 21 81 81 53 20 42 14 61 72 58 80 75 63 62 31 1 43
38 1 2 1 1 2 6 7 1 3 9 5 6 7 4 1 12 6 10 14 16 14 1 14 20 9 6 19 27 15 15 31 2 32 19 28 6 31
46 1 2 2 3 2 5 1 3 8 9 1 3 5 13 7 12 8 2 15 3 7 13 21 13 25 7 8 25 14 17 23 11 32 31 12 31 34 14 17 2 4 2 24 29 42
24 1 2 2 1 1 5 3 7 2 1 6 4 6 13 4 8 3 1 4 18 21 1 5
61 1 2 1 2 3 6 2 3 7 4 2 8 6 14 8 15 7 17 15 10 11 17 6 4 15 25 3 17 24 20 9 32 26 30 6 16 8 15 31 14 33 1 33 37 20 30 4 7 23 45 30 42 20 28 1 36 25 1 10 33
8 1 1 2 3 4 2 7
64 1 2 3 3 4 2 3 1 1 1 10 10 12 6 8 5 11 12 14 1 7 6 16 8 25 5 7 18 2 11 2 23 13 18 1 3 11 17 27 28 41 36 1 37 40 14 29 43 25 4 2 17 48 51 5 13 9 32 36 29 11 36 1
36 1 2 3 2 5 3 5 6 1 5 10 11 10 13 4 9 16 13 5 16 19 20 5 13 15 1 12 25 24 2 10 23 26 27 11
63 1 2 3 1 3 6 2 5 6 2 6 5 11 8 5 10 10 9 17 10 4 9 5 13 23 18 25 24 24 29 11 8 24 24 1 28 18 37 20 28 4 39 31 33 33 4 19 44 15 7 20 27 42 51 34 3 1 54 58 49 36 35
13 1 1 3 3 5 5 4 7 4 8 7 7
22 1 2 1 4 5 2 1 7 8 2 8 6 4 2 9 10 7 10 5 8 21
36 1 2 1 2 4 4 3 4 8 1 7 2 4 14 5 14 13 1 6 9 11 20 1 23 2 2 6 6 8 29 6 21 23 18 9
33 1 1 2 4 1 2 6 2 2 8 7 10 2 1 12 11 5 16 16 1 17 12 8 15 15 24 16 10 22 11 5 21
65 1 2 2 2 5 4 2 4 1 1 10 7 8 9 9 4 14 11 17 8 1 14 14 24 5 4 20 2 4 8 6 2 12 6 29 30 4 1 15 28 32 37 33 25 13 5 41 36 48 47 19 44 2 16 3 25 15 17 35 2 21 46 41 14
3 1 2
36 1 2 1 4 4 3 2 7 2 10 3 8 7 10 9 15 16 14 1 2 11 12 21 15 9 3 10 15 16 13 31 21 8 28 16
87 1 2 3 1 2 4 2 4 3 4 4 12 10 13 15 7 12 6 5 19 9 16 1 5 12 7 19 1 9 26 16 20 11 22 13 23 6 14 36 14 15 23 20 6 37 4 24 21 45 3 20 5 17 54 23 24 57 54 36 53 6 15 19 26 16 5 51 19 12 60 1 64 69 7 73 44 23 40 20 21 36 68 68 49 34 13
89 1 1 2 4 4 5 6 3 1 4 7 8 10 13 9 12 17 18 9 20 5 4 20 2 24 21 18 13 15 26 15 27 10 5 2 33 37 19 22 16 1 20 20 38 9 32 39 46 27 19 49 16 41 25 30 20 36 34 44 33 6 36 33 36 6 34 55 63 59 55 70 62 45 74 51 39 64 16 48 14 33 24 29 75 63 1 1 41
78 1 1 3 4 3 6 2 4 4 9 6 2 5 1 15 14 7 6 14 2 4 19 17 15 9 19 8 25 16 26 15 13 21 24 22 16 21 33 32 27 4 7 35 15 15 43 9 35 17 31 23 27 27 39 55 3 20 35 9 4 9 40 43 17 27 20 2 62 11 25 22 12 42 72 33 71 76
30 1 2 1 4 3 6 7 8 3 6 10 8 2 10 14 12 4 9 12 12 21 17 8 19 4 10 5 21 10
17 1 2 3 3 2 2 1 8 4 5 4 4 3 2 10 6
94 1 2 3 3 4 3 4 5 1 5 1 4 7 9 9 10 16 4 16 14 21 19 14 18 4 6 25 22 10 12 15 30 33 19 18 13 20 7 25 7 28 40 40 24 12 2 32 17 47 50 30 5 29 19 34 46 17 16 29 38 35 14 27 62 9 17 48 41 59 42 21 26 6 62 48 48 53 58 49 18 38 41 11 26 59 64 17 2 55 66 28 21 54
18 1 2 1 2 3 3 4 6 9 9 5 12 12 7 11 5 9
56 1 1 2 3 4 2 3 8 8 9 11 4 6 6 9 14 16 15 10 14 1 15 22 24 11 12 22 16 29 18 21 22 2 29 4 26 30 29 19 17 20 28 24 17 42 6 36 27 46 40 32 2 13 29 10
10 1 1 1 4 5 6 7 5 5
65 1 1 3 1 4 6 4 7 7 3 4 3 8 6 1 2 1 12 14 17 4 18 16 1 2 25 8 22 1 21 11 23 20 18 35 25 5 5 11 34 33 34 38 18 14 6 7 2 45 3 39 24 42 26 19 21 17 25 8 38 39 32 5 45
40 1 1 3 4 4 6 7 3 1 4 7 3 11 8 2 13 15 17 13 12 13 13 21 13 17 19 4 27 12 15 5 26 5 16 5 19 36 19 38
86 1 2 2 1 1 4 7 7 4 9 10 12 5 5 3 12 1 8 16 10 1 20 20 1 6 22 4 7 27 13 3 14 29 15 31 17 17 23 28 21 28 1 13 17 2 40 30 21 17 33 39 9 26 30 42 34 39 23 12 12 41 25 50 29 41 42 25 16 63 36 18 2 16 20 1 57 3 51 6 1 69 25 21 74 60
19 1 1 1 4 3 4 5 4 6 4 2 8 2 2 4 3 13 7
66 1 2 2 1 1 1 4 5 7 7 1 1 2 5 13 3 10 16 8 17 16 3 3 19 8 21 5 4 27 14 12 14 32 29 28 31 36 33 39 1 28 24 17 44 9 25 6 31 23 11 41 48 35 23 17 35 39 4 36 55 38 8 21 62 61
77 1 1 2 4 1 6 5 4 1 8 5 8 3 12 9 5 10 11 9 16 2 8 3 24 11 7 6 19 18 19 15 25 17 12 15 34 17 34 33 31 14 13 4 10 34 6 16 30 12 38 8 4 1 4 53 1 7 41 15 5 40 4 45 35 52 40 29 21 1 9 65 17 65 4 34 38
14 1 2 1 4 2 6 5 1 4 9 11 11 12
4 1 1 2
7 1 2 2 3 5 4
8 1 2 1 2 2 2 5
8 1 1 1 3 5 2 7
32 1 1 2 2 4 4 7 7 7 2 1 9 6 2 2 14 12 15 10 6 15 22 9 18 2 10 18 5 28 30 27
31 1 1 1 1 5 3 4 2 1 4 1 3 9 9 4 13 17 3 15 4 18 6 16 18 3 1 18 6 8 26
100 1 1 2 2 5 5 1 6 6 1 9 3 10 7 15 1 15 17 11 3 18 10 5 11 18 26 26 28 29 16 25 2 5 7 11 23 19 18 34 25 24 9 3 32 20 35 6 7 14 31 21 46 28 38 31 18 18 55 37 32 9 46 41 1 25 38 9 59 47 42 58 21 57 74 52 50 42 28 13 57 1 43 60 51 42 7 83 80 12 87 54 48 63 49 38 49 32 39 84
3 1 1
58 1 2 3 4 5 6 2 2 5 9 2 6 12 14 13 12 17 18 4 18 4 17 19 8 24 14 14 9 19 4 17 1 26 24 7 11 6 19 29 40 39 8 13 15 9 45 27 28 42 48 23 51 36 6 31 10 33
49 1 1 1 4 2 2 5 2 6 10 11 1 7 1 15 13 13 1 12 16 14 6 4 22 25 26 3 22 25 22 13 25 33 4 18 6 2 8 22 33 41 36 8 26 10 8 10 13
48 1 1 2 3 2 4 7 8 3 1 1 10 4 6 2 8 13 11 13 6 5 16 21 1 8 9 26 13 18 6 4 2 5 32 32 8 5 8 19 15 1 3 4 30 28 42 17
24 1 1 2 4 1 6 1 1 2 6 7 9 1 2 1 9 5 10 4 9 16 7 8
81 1 2 2 4 1 1 4 6 9 4 8 11 7 10 14 12 8 8 9 20 3 9 1 2 8 22 26 12 28 9 14 11 3 22 14 19 5 33 5 30 37 1 15 39 21 37 22 9 18 47 2 18 42 36 16 39 43 29 57 54 7 12 11 34 2 8 18 30 27 41 28 48 1 33 6 27 27 51 55 49
13 1 1 2 2 1 4 4 7 8 1 7 3
93 1 2 1 4 5 6 4 2 7 10 11 6 13 7 11 8 7 2 6 8 10 8 14 9 7 24 3 28 28 6 9 27 3 16 16 36 13 26 32 13 21 37 25 4 9 28 28 40 1 25 13 40 46 37 35 25 8 24 21 42 37 24 10 1 54 18 40 15 27 58 41 24 40 15 9 2 71 7 71 30 69 60 27 59 84 80 67 39 7 85 59 86
32 1 2 1 2 1 4 5 1 8 4 6 8 8 11 14 3 8 15 8 5 12 12 22 12 25 14 8 24 29 2 23
97 1 2 2 2 5 2 3 6 7 1 2 7 6 14 15 5 14 10 3 17 5 1 6 11 9 23 16 5 3 9 16 13 26 7 26 26 32 19 1 38 1 39 26 32 41 20 3 38 49 50 31 46 1 42 34 15 51 24 11 56 27 19 49 4 15 62 59 40 26 28 44 35 28 45 17 27 41 12 66 1 60 41 33 23 40 26 42 36 22 46 91 70 89 59 48 45
56 1 1 3 3 5 5 3 6 5 6 9 7 3 3 15 5 11 13 5 2 16 12 23 7 23 10 2 20 8 16 18 5 5 6 11 2 18 21 10 27 37 33 32 18 11 23 26 22 8 44 39 28 5 9 18
54 1 2 1 1 2 6 6 6 6 7 7 1 11 3 5 14 15 2 9 6 8 12 11 3 17 4 16 18 29 16 6 27 29 10 19 22 36 28 24 12 28 12 37 8 3 33 32 11 3 41 40 33 12
92 1 2 3 2 1 5 2 2 7 10 11 11 13 9 14 13 10 9 10 17 15 13 9 19 12 17 16 20 18 26 1 20 25 26 17 20 29 20 21 19 36 15 11 20 7 28 29 21 20 10 1 6 5 9 21 49 7 36 14 54 60 46 23 39 42 49 36 49 58 9 46 52 52 10 56 66 36 48 34 22 65 37 13 44 49 42 51 37 67 88 36
67 1 1 2 4 4 4 4 2 9 2 11 6 8 6 5 4 15 1 9 8 20 11 13 3 2 14 24 28 16 30 24 7 15 8 6 29 4 1 6 33 22 31 25 19 8 28 35 20 32 19 45 46 19 39 40 10 30 55 2 44 47 21 36 24 55 30
42 1 2 1 3 3 3 5 7 8 9 5 11 11 3 2 15 6 2 13 9 10 10 6 5 18 23 16 14 7 3 5 12 21 25 16 11 24 15 5 31 17
68 1 2 3 1 3 3 4 7 4 10 8 6 8 7 8 6 2 10 3 4 5 21 19 19 24 19 19 18 22 27 15 31 10 6 30 25 13 34 36 3 16 8 27 2 8 21 25 17 27 34 4 32 1 29 31 28 23 19 47 20 60 32 62 29 25 56 1
23 1 2 2 4 1 3 5 1 1 5 1 1 1 4 14 7 17 3 1 10 10 13
36 1 2 1 2 2 4 2 8 9 6 3 8 13 11 3 6 14 3 11 17 16 15 18 12 25 7 23 7 4 23 27 20 8 18 6
6 1 2 1 3 5
23 1 2 1 1 3 2 3 7 2 1 3 7 2 12 10 4 15 17 12 14 9 1
97 1 2 2 4 5 6 1 3 8 7 10 10 8 3 1 11 10 15 6 2 2 20 18 7 15 4 11 24 6 30 20 30 6 32 1 33 35 3 29 37 20 3 22 20 3 36 34 40 40 10 23 51 2 50 11 45 44 16 40 44 27 20 60 29 1 26 37 46 60 62 38 40 46 68 67 11 28 34 54 12 66 82 64 49 32 49 22 28 25 30 22 88 33 89 28 88
70 1 1 2 2 4 1 6 6 8 2 1 3 1 6 4 8 16 15 18 20 12 21 10 22 25 5 2 18 23 19 25 1 15 2 31 2 16 29 34 1 16 26 4 20 19 42 6 41 31 16 35 15 10 30 10 41 39 29 53 14 51 49 35 41 62 6 51 66 69
70 1 1 3 4 4 5 3 5 7 9 9 1 5 10 6 10 7 8 19 7 1 17 15 12 17 3 15 11 12 17 15 27 21 5 32 20 21 33 20 22 22 14 41 24 38 37 26 3 49 27 27 17 10 33 37 36 39 31 30 9 1 59 57 47 5 47 65 39 46
29 1 2 3 1 1 3 4 4 9 4 1 3 7 8 12 3 7 10 7 1 3 20 19 6 13 21 13 28
4 1 1 1
27 1 1 2 3 1 5 1 3 2 2 7 12 10 4 5 10 11 15 3 19 21 4 3 12 4 25
84 1 1 2 4 4 6 3 3 3 10 1 12 12 12 9 3 13 16 4 20 10 12 1 20 2 18 18 19 10 7 22 3 33 18 29 9 4 24 29 5 29 24 22 9 27 34 41 28 26 48 4 3 37 15 52 51 52 34 30 14 29 48 11 3 45 9 2 9 54 28 26 21 19 27 7 3 16 9 13 40 41 55 24
9 1 1 3 2 4 1 1 2
69 1 2 3 1 3 2 6 7 8 5 3 11 8 8 2 9 1 1 1 18 16 13 5 2 10 9 20 9 4 1 5 17 28 4 11 32 20 17 11 31 10 7 16 7 9 1 8 44 14 36 51 11 32 37 35 15 13 12 31 44 24 61 12 10 2 14 23 56
23 1 1 1 3 3 1 4 7 4 1 2 5 4 10 9 2 12 17 7 16 5 11
38 1 1 2 1 2 4 5 1 7 9 7 5 8 14 8 5 3 4 12 17 21 22 11 11 12 6 12 26 13 17 30 1 20 30 7 5 3
24 1 2 1 3 5 1 2 7 6 5 10 5 11 6 5 2 6 12 15 20 17 6 15
60 1 2 3 4 3 3 6 5 1 5 11 5 10 1 13 5 16 4 17 5 10 6 20 19 23 21 12 15 15 4 11 6 4 10 31 5 14 13 28 6 29 29 8 20 42 44 29 39 17 21 50 19 12 29 25 44 42 18 6
24 1 1 2 3 2 1 5 8 5 4 10 9 5 11 10 12 11 14 13 1 11 1 1
41 1 2 3 4 5 5 2 3 4 3 5 11 9 13 2 5 17 2 14 3 13 15 13 22 14 14 18 3 29 28 13 13 28 3 35 15 29 38 30 32
86 1 1 2 3 5 6 1 7 6 7 4 3 12 8 15 16 7 15 12 8 10 14 10 11 8 1 1 8 20 18 1 8 9 5 2 17 19 37 33 27 12 4 19 39 39 3 5 11 27 16 14 20 21 46 50 32 39 37 51 42 17 59 27 47 14 64 44 8 32 40 33 2 53 21 56 66 55 73 9 56 23 56 20 82 73
96 1 2 2 4 3 3 2 4 4 10 7 12 4 9 14 13 1 7 14 17 4 21 18 12 11 18 3 25 25 15 14 22 33 18 35 29 21 16 21 17 11 7 40 35 40 4 32 42 15 33 22 3 6 20 42 1 14 57 19 47 39 36 41 12 1 27 3 59 41 38 38 47 38 47 4 15 26 45 45 33 19 18 60 12 75 43 83 85 30 7 21 4 30 68 7
29 1 1 1 4 5 6 1 6 3 1 3 4 1 5 12 15 5 6 6 12 18 8 8 9 14 9 4 6
86 1 2 3 3 1 6 5 8 1 5 3 6 7 5 11 7 12 7 14 5 20 11 2 23 8 12 25 24 16 11 8 16 3 5 22 1 14 32 18 9 41 29 36 2 7 8 3 47 45 44 43 42 29 4 4 34 56 14 3 7 6 51 6 33 65 43 31 57 33 13 10 7 3 42 8 53 70 23 76 66 33 48 44 43 41
13 1 1 3 3 3 1 2 5 2 3 10 8
87 1 2 1 2 5 5 2 5 1 4 2 7 12 6 13 15 14 11 6 2 14 21 19 16 13 5 5 8 11 16 4 32 27 25 32 5 29 14 2 18 39 17 22 21 10 13 46 40 4 16 46 13 7 31 30 35 16 55 40 49 36 51 10 11 55 29 44 19 2 29 32 32 20 6 70 68 47 67 26 71 27 65 13 30 4 54
20 1 2 1 3 4 4 6 5 6 5 3 5 3 12 7 8 13 5 3
40 1 1 2 2 2 4 3 8 5 8 9 5 3 7 10 1 6 15 8 15 17 16 16 11 10 3 9 12 6 10 15 4 25 20 27 11 17 36 27
65 1 1 2 3 1 4 5 4 2 2 6 6 5 12 13 1 16 13 11 16 2 18 7 20 13 17 24 25 24 14 26 16 33 26 23 24 10 20 37 20 27 22 28 23 2 5 14 2 7 45 5 8 52 21 8 7 7 49 50 18 13 8 63 30
48 1 2 2 2 3 6 6 8 7 3 8 9 11 5 2 9 4 13 18 10 4 22 14 9 3 26 8 23 27 14 12 22 7 20 28 24 17 38 28 2 17 24 38 27 41 7 12
96 1 1 1 1 1 6 4 5 4 8 6 11 8 10 5 3 1 16 2 16 2 20 6 14 3 14 22 7 15 7 10 30 6 9 29 29 8 6 26 30 10 17 22 40 33 40 2 32 4 22 2 10 26 35 12 6 42 33 40 31 18 38 54 8 10 36 13 33 22 20 66 16 20 73 5 63 14 8 60 50 1 26 50 18 15 66 17 57 50 63 5 55 14 24 84
43 1 2 1 1 3 6 7 6 3 4 5 9 12 8 1 11 8 8 18 13 19 22 17 7 22 23 20 22 3 21 8 22 9 21 17 34 12 29 36 6 27 26
60 1 1 3 3 1 1 2 4 1 1 4 12 11 6 6 8 9 8 5 17 15 12 19 16 12 22 20 5 6 9 24 27 11 19 14 27 13 3 16 5 28 36 33 40 35 39 37 23 12 23 8 41 26 54 22 55 30 29 30
91 1 1 1 1 5 4 3 7 5 2 1 7 9 13 8 8 2 1 1 1 21 8 1 5 12 17 21 19 1 12 8 28 27 28 3 24 14 32 33 14 5 25 26 33 30 43 34 15 15 26 13 29 26 18 8 40 20 20 19 51 3 55 14 9 27 64 51 64 39 56 37 56 67 14 59 51 48 18 33 48 72 78 70 36 64 16 71 6 89 30
71 1 2 2 2 1 1 2 1 6 8 5 8 12 13 8 13 5 1 7 3 15 16 18 19 22 9 11 27 16 11 27 30 15 4 3 4 33 36 4 16 1 26 33 40 43 25 6 28 21 22 29 11 42 43 7 23 32 31 7 10 50 15 52 14 60 23 54 21 38 12
92 1 2 3 1 5 1 2 5 1 1 7 3 1 13 10 3 9 4 13 3 14 13 8 13 18 12 7 16 22 22 11 31 32 6 29 15 1 26 19 9 23 41 16 14 18 8 19 31 44 9 51 48 1 29 42 44 25 51 28 48 6 16 10 25 13 65 35 53 60 21 60 22 27 72 61 40 65 64 59 45 66 51 55 22 78 47 40 44 56 3 13
46 1 1 3 2 2 3 5 5 8 10 9 11 5 10 15 14 8 7 14 11 13 4 2 16 10 22 16 15 18 26 17 10 7 33 20 16 5 24 17 33 30 8 13 40 26
7 1 2 2 2 2 5
60 1 2 3 1 3 3 3 2 5 6 1 6 10 11 7 13 4 13 8 18 20 14 14 17 2 15 22 23 16 29 15 16 16 29 16 33 30 1 13 30 11 34 28 12 43 16 32 27 5 28 37 51 24 32 39 55 17 55 43
23 1 1 2 4 5 2 4 5 7 7 3 3 6 13 13 4 9 4 2 14 3 18
58 1 2 3 3 2 1 3 1 4 7 5 8 5 9 15 15 9 5 15 18 8 17 7 21 21 25 5 26 27 25 2 6 11 10 7 12 7 10 25 8 33 37 18 5 8 18 34 44 39 28 1 37 2 4 14 11 33
38 1 2 2 2 5 3 4 3 3 3 8 9 12 9 12 12 8 9 8 15 7 22 5 2 1 7 16 26 10 28 30 19 17 3 10 33 33
65 1 2 3 4 1 5 1 3 6 1 5 5 6 8 14 4 6 7 16 5 16 13 3 17 9 23 16 13 24 28 5 20 1 22 35 29 4 9 30 10 18 34 8 35 12 24 1 38 34 2 15 22 29 23 47 39 35 31 58 40 2 40 6 42
83 1 2 3 4 1 6 7 8 8 7 4 10 4 13 13 16 16 16 4 7 18 11 12 3 23 2 4 11 27 26 19 26 23 14 11 3 17 7 4 3 7 1 30 37 1 16 38 18 11 30 47 43 19 48 2 55 10 6 47 41 2 28 62 37 24 46 33 60 26 41 43 31 27 68 46 6 72 9 8 16 1 19
57 1 2 3 4 2 5 1 6 8 2 10 1 1 13 1 6 13 9 14 16 4 10 3 1 11 19 9 24 17 16 2 2 25 11 31 28 12 1 21 40 25 34 7 29 21 42 15 5 30 23 39 2 28 44 19 41
90 1 2 3 2 5 6 5 2 4 10 1 4 13 1 12 2 6 3 14 19 4 22 9 6 25 13 10 17 14 21 12 25 11 24 23 2 22 28 7 39 21 37 12 44 32 29 46 7 34 38 42 45 48 23 41 1 50 14 22 55 29 36 20 31 32 21 8 32 48 42 38 9 25 48 36 10 75 8 45 72 29 78 36 58 70 15 83 19 64
65 1 1 3 2 2 1 3 1 7 5 1 10 8 6 13 8 15 6 16 17 19 12 2 1 11 18 1 18 10 22 11 7 2 17 12 6 8 18 18 2 22 22 17 10 26 1 27 9 43 30 36 35 4 5 37 10 28 12 34 15 28 29 38 59
60 1 2 2 1 4 3 3 1 5 7 8 10 4 11 14 8 8 10 6 14 17 3 15 3 19 13 22 25 25 26 22 12 19 21 23 2 22 5 22 1 14 13 20 28 15 46 37 24 20 31 35 34 43 31 51 2 2 46 6
71 1 1 1 4 1 3 3 3 7 6 9 7 5 12 8 10 12 4 11 12 5 12 9 18 3 15 23 15 27 24 26 30 27 31 4 6 28 19 39 17 21 28 17 43 10 43 14 45 40 38 9 12 9 8 9 9 53 47 22 3 42 55 37 55 19 6 15 49 57 43
39 1 2 3 4 4 3 4 4 2 2 9 5 10 4 1 6 15 5 2 6 20 4 18 8 18 21 14 13 20 2 1 26 27 21 13 18 12 37
64 1 2 1 4 5 5 3 6 6 6 3 6 11 8 11 7 10 1 2 10 18 13 15 21 2 22 27 27 5 8 1 7 16 25 25 36 16 26 5 26 21 34 30 33 24 24 25 43 3 30 49 32 34 4 23 15 20 23 35 45 44 13 51
96 1 1 1 1 4 3 1 2 4 3 7 10 4 4 13 10 5 7 15 9 2 18 12 15 22 25 3 28 16 22 25 31 29 15 9 8 1 10 12 35 28 39 5 16 29 28 31 3 10 16 25 49 8 25 2 1 42 51 12 55 15 6 33 39 4 21 62 25 23 8 6 71 30 16 11 71 1 62 29 15 40 62 5 52 83 9 38 88 56 50 41 71 20 86 89
38 1 1 1 1 2 2 5 3 8 2 1 5 6 10 6 10 1 8 6 13 17 12 22 12 12 4 14 24 23 7 4 2 26 24 29 8 7
16 1 2 2 4 5 3 3 8 8 3 8 4 6 10 2
90 1 2 2 3 4 3 1 5 5 4 9 5 4 8 6 2 13 18 9 20 14 11 15 3 14 8 6 11 22 18 23 15 18 18 14 24 35 5 19 6 39 5 12 9 39 1 47 43 37 19 15 12 20 10 14 27 26 33 32 26 5 56 13 36 65 31 53 3 65 67 40 33 10 21 64 5 45 72 37 64 18 59 61 26 74 7 19 36 75
46 1 2 1 1 3 6 7 6 2 7 6 6 2 11 14 2 15 13 13 20 19 18 9 2 10 3 4 10 26 30 8 9 10 7 34 20 11 35 7 27 33 32 6 2 1
11 1 1 3 4 5 3 3 4 9 6
55 1 2 2 4 5 1 4 3 7 10 1 10 9 8 1 15 16 18 10 7 17 18 15 19 9 22 4 27 17 25 6 13 14 32 33 12 34 22 16 15 1 31 8 33 9 38 39 46 43 38 5 6 6 22
75 1 2 2 2 1 5 5 1 5 10 2 11 2 10 4 5 9 1 2 18 4 18 16 2 9 20 25 26 10 28 9 14 15 13 34 15 31 17 21 9 14 28 11 19 44 35 20 10 6 26 35 11 40 35 1 38 27 9 38 30 27 22 15 23 19 5 38 52 7 17 69 68 62 2
69 1 2 1 1 2 1 3 5 1 9 6 6 10 13 8 10 7 12 3 18 7 20 23 18 19 21 13 22 25 5 4 26 13 25 24 22 9 30 4 28 10 40 7 43 43 7 4 29 8 21 45 29 26 46 8 5 12 16 49 56 55 62 56 30 18 19 57 14
94 1 1 1 1 3 3 5 2 5 1 6 6 9 1 14 15 2 6 1 19 19 16 15 1 3 22 25 10 7 21 3 21 32 17 19 10 26 37 21 8 40 23 4 20 16 27 27 45 7 34 3 41 26 27 52 13 39 53 51 45 58 53 25 17 11 46 4 63 47 38 15 44 66 22 32 29 16 17 37 9 17 20 42 12 43 65 36 81 5 69 71 28 12
17 1 2 3 3 3 6 1 1 5 1 7 11 6 11 10 13
16 1 1 1 4 1 6 6 8 6 7 8 11 3 9 7
18 1 2 1 2 3 2 5 2 6 7 5 12 12 4 9 5 9
13 1 2 1 2 3 3 3 7 4 5 2 10
47 1 1 1 4 2 2 5 3 6 8 4 1 4 13 5 10 12 13 18 4 20 20 21 3 11 2 9 5 9 4 21 5 12 30 27 10 34 15 25 13 14 24 24 25 31 27
14 1 2 3 2 3 1 3 7 1 6 7 5 12
34 1 2 3 1 2 4 3 7 6 7 2 6 3 3 8 10 7 12 19 18 2 7 3 14 10 4 27 6 28 26 31 2 27
31 1 1 2 3 4 4 5 5 6 7 3 4 10 10 9 12 15 7 15 20 20 9 18 19 5 14 10 1 13 8
44 1 1 3 2 5 6 3 3 1 3 8 12 3 10 7 9 12 3 8 13 14 16 12 6 21 4 6 25 12 7 5 28 16 33 21 29 20 4 14 13 41 32 37
86 1 1 3 4 2 1 1 1 7 8 3 12 13 2 2 11 1 16 11 6 19 14 3 11 3 15 20 12 29 15 30 19 11 1 18 30 14 15 37 28 8 8 33 12 26 25 27 27 1 47 6 31 41 41 5 11 39 35 42 27 8 15 18 27 48 42 35 21 4 37 44 12 65 14 67 62 72 59 32 30 21 25 44 70 63
26 1 2 3 1 1 1 1 3 7 3 4 2 1 6 8 16 4 5 4 13 9 14 14 21 22
19 1 2 1 4 5 6 1 8 2 7 7 3 13 6 12 5 15 5
79 1 1 2 1 1 4 7 4 5 3 8 5 8 2 14 11 8 10 17 3 5 7 2 17 7 2 3 27 11 22 7 9 13 23 1 17 32 29 12 25 25 13 2 27 42 13 18 40 29 33 37 46 53 16 4 52 20 25 11 48 1 45 55 16 18 6 47 60 55 9 15 72 44 26 4 74 35 55
72 1 1 3 1 4 3 6 8 9 9 9 4 12 13 6 16 9 7 9 11 2 10 12 14 2 21 18 23 1 12 7 26 5 24 33 16 26 16 16 1 25 20 10 13 36 12 43 2 11 46 21 10 29 17 22 6 18 52 9 22 7 24 23 45 40 15 15 31 17 17 6
19 1 1 3 4 2 6 3 8 8 8 3 11 5 8 14 6 17 5
51 1 2 3 4 3 1 4 4 8 7 11 9 2 5 8 11 5 2 10 7 1 6 1 22 8 6 24 20 10 8 11 32 27 23 27 2 14 27 5 35 13 3 38 6 44 40 17 42 17 34
14 1 2 2 4 1 4 5 7 1 10 4 7 1
51 1 2 2 3 2 4 6 3 2 10 3 8 10 3 10 8 7 5 16 5 2 1 13 16 18 25 24 11 27 18 28 30 32 34 27 19 5 35 20 38 10 22 30 44 3 32 26 36 31 10
77 1 2 2 4 5 5 1 3 2 1 8 11 13 5 12 2 2 16 6 15 6 12 19 23 13 24 24 7 16 14 2 28 26 24 30 33 4 27 10 9 35 5 28 23 37 42 31 39 30 28 34 24 21 3 26 44 49 52 21 56 9 25 26 38 11 9 13 1 39 33 43 40 52 44 40 69
