1000 1000
98 1 2 2 4 1 5 7 1 2 1 8 1 8 6 14 4 10 8 14 7 13 10 15 21 18 23 12 25 21 18 11 1 6 7 16 4 30 4 21 9 39 34 5 19 13 13 31 46 36 47 5 38 17 39 8 50 17 1 9 4 18 30 51 28 19 62 14 53 49 15 65 2 44 31 8 20 25 76 41 55 31 2 72 78 24 28 27 54 38 50 1 29 91 67 56 66 51
24 1 1 2 3 1 1 7 8 3 7 11 3 12 10 6 1 1 11 3 8 12 4 4
19 1 1 2 2 3 4 5 3 6 10 6 5 6 5 2 3 4 5
95 1 2 2 1 5 3 1 5 5 9 9 2 13 7 11 7 4 13 2 6 8 9 13 1 9 19 7 18 11 23 6 21 21 18 20 25 7 24 31 34 40 38 22 22 22 2 3 7 39 45 23 1 10 18 39 52 13 42 31 51 12 26 54 41 54 59 43 57 47 17 43 12 53 60 26 58 57 29 8 52 73 76 19 78 42 68 78 76 28 67 51 54 36 51
42 1 2 3 3 2 4 4 2 8 3 4 4 13 10 5 14 1 4 13 7 10 5 9 15 10 4 5 3 22 30 1 11 31 10 9 14 26 32 1 7 21
21 1 2 2 3 3 1 5 3 5 9 11 7 7 2 13 11 3 7 3 7
12 1 1 1 2 1 4 3 4 3 8 10
48 1 2 2 3 2 1 6 8 8 10 7 7 12 3 13 13 8 15 8 9 11 22 9 3 1 22 7 26 19 30 3 6 4 20 6 5 19 28 3 28 36 11 21 27 39 4 40
66 1 2 3 1 5 1 3 1 3 10 3 10 8 3 8 10 4 14 2 11 7 2 15 13 1 8 22 12 11 9 21 16 27 19 14 32 22 29 15 36 39 26 25 19 20 4 20 41 45 20 35 28 53 39 46 27 23 26 45 27 45 55 53 12 35
5 1 1 1 1
10 1 1 3 4 3 5 5 5 9
36 1 2 3 3 4 2 4 5 5 4 4 7 2 13 14 10 1 5 19 1 10 8 4 10 4 18 21 10 4 21 27 3 11 29 33
9 1 2 1 3 3 2 4 1
95 1 1 3 4 4 2 4 7 7 5 6 4 6 9 10 13 6 8 11 17 19 7 3 17 20 9 13 3 8 12 10 17 9 15 30 4 12 25 10 33 37 25 30 43 27 44 13 9 39 46 34 11 4 9 4 28 37 40 41 14 24 23 28 2 27 14 6 64 21 24 25 27 60 30 53 23 7 32 38 46 76 10 16 78 39 75 72 50 68 27 56 67 76 19
69 1 1 1 4 4 3 4 4 7 8 3 8 9 4 13 6 3 17 15 9 10 15 21 24 3 23 12 7 15 26 5 9 30 12 1 16 5 8 6 27 1 12 41 13 31 15 20 12 31 24 28 51 39 44 30 30 53 6 33 40 39 50 59 34 15 42 20 57
95 1 1 2 4 1 2 4 3 2 8 4 1 1 8 10 7 15 7 6 18 17 7 14 4 8 21 26 14 27 21 25 17 27 28 23 10 20 21 12 16 9 33 10 4 43 8 8 30 21 18 4 51 10 50 41 17 23 32 58 7 52 15 53 54 33 20 38 2 6 4 33 29 13 35 47 44 23 49 9 55 53 3 54 15 75 38 58 76 56 64 83 51 24 49
57 1 2 2 4 5 3 3 1 7 1 11 11 6 4 14 7 11 6 3 8 2 21 8 19 10 25 23 11 21 24 15 24 31 4 7 7 1 34 2 24 34 36 37 5 22 41 13 28 28 35 10 16 1 23 37 3
94 1 2 2 3 2 3 3 4 7 9 9 4 8 4 1 16 11 2 6 13 5 10 8 22 22 24 23 23 18 19 13 21 17 2 13 9 37 30 11 26 30 32 32 26 8 6 46 35 27 45 48 19 44 45 29 7 54 2 57 59 34 32 8 49 47 62 64 8 48 5 12 17 11 61 5 48 33 20 25 10 59 9 20 60 1 3 24 41 24 42 61 32 21
43 1 1 2 3 4 6 5 8 2 3 2 4 10 7 9 16 8 2 8 11 5 15 10 17 9 5 2 16 20 18 11 21 12 26 16 19 24 7 36 3 8 15
67 1 1 1 2 2 1 5 2 2 7 1 9 7 1 13 6 7 2 13 7 4 5 9 19 10 17 21 7 17 11 22 7 30 30 11 32 2 25 11 28 4 7 41 12 37 30 8 8 15 18 45 19 5 48 28 27 47 22 6 17 7 8 48 19 19 52
60 1 1 2 2 5 6 1 6 9 10 4 2 3 12 9 1 12 5 2 10 2 16 21 9 24 6 15 20 12 15 30 28 28 33 14 29 11 19 8 10 3 36 40 23 13 39 38 44 46 47 7 33 31 5 54 54 43 1 46
43 1 1 1 4 5 4 3 5 4 3 8 11 1 3 2 7 15 7 13 18 19 8 8 5 1 22 1 26 1 18 20 28 8 11 14 8 30 15 10 5 36 36
89 1 1 2 1 4 3 4 2 2 10 10 9 7 8 13 6 1 1 18 16 5 21 7 17 15 18 6 16 2 26 18 27 15 9 8 23 29 22 15 30 34 36 29 18 41 21 44 5 41 47 12 20 30 6 26 30 44 46 35 6 23 29 14 29 64 39 35 19 42 41 49 24 47 65 70 10 16 46 6 63 67 17 67 49 32 3 58 1
19 1 1 2 1 4 5 2 3 6 5 5 4 8 2 6 2 8 1
49 1 2 2 3 1 4 6 3 6 7 5 5 5 7 9 12 14 11 15 7 15 20 14 3 17 12 14 1 19 19 16 10 30 25 19 28 17 19 17 7 33 14 41 4 41 32 6 3
20 1 1 2 4 1 3 1 3 3 10 11 5 8 13 8 4 2 11 7
85 1 1 1 2 5 5 1 8 5 5 11 7 7 1 13 6 10 16 1 7 15 13 22 7 6 23 16 10 20 20 30 5 20 27 3 15 1 8 16 24 17 34 29 21 26 17 29 17 23 1 38 3 29 34 43 17 9 27 38 30 34 46 34 30 59 54 28 52 62 51 53 54 22 26 47 44 41 56 1 75 68 79 24 23
94 1 2 1 4 4 3 2 8 9 8 1 6 7 2 6 2 6 15 15 18 11 10 20 22 12 5 14 19 21 15 17 5 12 33 11 33 32 5 29 9 14 32 20 31 45 32 32 11 37 45 10 31 7 5 48 54 25 5 6 52 57 27 31 14 9 66 49 10 1 16 10 14 43 33 2 31 3 76 51 71 9 66 36 62 4 64 24 61 48 35 1 71 76
72 1 1 2 4 4 2 3 6 2 10 5 4 8 1 12 5 17 9 17 18 5 21 23 22 16 21 19 17 10 1 24 21 24 8 26 2 16 1 5 15 10 1 37 38 42 13 10 4 34 44 30 28 33 40 5 48 44 27 30 36 27 57 3 49 54 16 62 54 59 9 24
93 1 2 2 2 1 3 3 1 1 5 8 11 4 13 14 4 3 8 3 1 3 16 1 5 20 3 25 18 7 27 11 21 29 3 25 20 10 1 15 38 29 12 5 30 15 34 15 39 38 32 18 51 10 47 27 36 8 17 19 7 61 11 5 28 26 43 54 36 67 36 9 13 25 67 71 76 59 15 67 67 75 7 23 62 74 28 59 41 18 61 69 82
44 1 2 3 4 3 1 6 5 2 6 10 9 8 7 1 2 8 5 12 9 9 19 3 4 20 10 22 8 27 19 18 15 8 25 30 28 23 28 25 21 10 31 15
2 1
12 1 1 1 4 1 4 2 7 2 6 11
97 1 1 2 3 2 1 7 4 3 1 6 4 12 14 2 6 2 5 18 5 5 1 13 19 23 14 22 16 12 14 26 11 12 11 29 21 5 11 2 30 27 38 8 7 19 34 24 37 29 38 33 35 34 13 24 51 55 33 21 19 19 12 58 9 15 14 19 49 23 56 67 66 61 25 31 21 76 78 73 70 5 11 42 13 85 31 16 6 17 26 16 55 14 43 20 52
87 1 1 3 1 1 5 1 7 5 7 4 6 11 8 12 14 9 6 4 20 11 18 17 12 22 21 4 23 12 29 8 15 3 22 6 17 17 30 1 12 6 11 29 26 34 40 47 32 34 15 10 25 42 42 54 40 45 39 16 44 11 25 45 26 50 19 4 65 39 69 28 71 48 2 71 74 5 45 3 52 59 67 48 23 3 53
35 1 2 2 2 2 1 2 2 5 4 8 6 3 9 15 15 5 1 3 18 6 5 22 3 12 11 23 24 27 22 14 20 9 19
16 1 1 1 4 1 2 6 1 9 10 4 3 8 7 13
17 1 2 3 4 1 5 4 3 3 10 7 6 10 10 10 1
45 1 2 1 2 3 6 2 1 6 3 6 10 4 8 10 4 9 18 19 3 5 14 2 17 5 4 13 16 2 4 1 6 29 8 32 36 36 10 27 27 40 26 42 16
63 1 2 2 4 2 1 1 8 4 10 10 2 12 8 8 13 15 9 2 3 4 8 21 2 5 18 13 3 15 2 24 3 17 33 8 22 18 32 32 13 24 9 25 13 32 26 20 48 25 30 51 5 52 14 13 35 18 19 19 47 3 29
20 1 2 1 3 4 1 7 2 4 8 2 5 9 1 13 3 17 15 12
78 1 1 3 3 5 5 2 8 5 4 9 6 10 9 8 3 3 13 17 15 7 4 22 1 25 4 7 15 11 23 22 5 21 24 35 15 30 17 4 23 31 32 9 17 23 39 47 46 26 30 3 40 8 35 36 14 56 50 5 25 4 53 36 43 40 31 47 12 57 32 42 30 14 11 12 7 13
41 1 1 1 4 1 5 3 5 4 4 8 9 1 12 15 12 13 8 6 13 13 17 7 17 7 9 18 8 2 11 2 32 33 31 34 8 10 26 18 23
21 1 2 1 3 5 3 2 1 6 7 7 11 12 13 12 12 11 17 13 8
10 1 2 3 1 5 4 2 1 7
27 1 1 1 2 3 2 1 5 7 8 8 11 1 12 8 3 7 6 7 20 5 5 14 4 16 17
47 1 2 3 2 4 4 2 2 9 2 8 11 11 9 4 2 1 2 3 11 12 17 20 7 8 12 14 24 26 20 14 13 19 18 8 25 20 14 22 17 37 6 20 39 45 25
62 1 1 1 3 2 4 7 4 5 2 1 12 10 9 15 3 8 10 5 16 5 21 5 17 7 1 25 9 2 26 14 25 9 26 26 35 19 26 14 39 36 34 40 32 16 44 32 17 15 45 4 40 29 25 44 10 23 45 54 49 25
40 1 2 3 2 4 5 4 7 8 3 6 8 2 7 10 5 4 8 12 10 15 3 9 23 10 1 4 10 2 22 21 32 2 32 4 12 25 12 11
4 1 2 2
39 1 1 3 3 5 1 2 4 4 7 9 6 12 7 5 3 14 7 7 8 13 9 13 18 16 24 22 26 2 4 16 22 33 29 8 3 2 29
80 1 2 1 4 4 1 3 4 1 2 2 3 4 8 10 5 10 11 14 13 11 22 9 15 3 24 20 9 23 2 23 16 9 15 1 36 36 17 5 2 20 14 14 7 31 32 39 11 9 8 35 21 13 27 39 51 17 54 42 33 5 33 44 63 60 2 24 66 28 67 71 47 28 69 27 73 34 64 31
39 1 1 1 4 4 5 1 1 6 6 2 10 4 2 15 15 5 13 14 3 3 6 5 1 12 19 18 28 26 11 17 5 24 9 19 36 33 31
86 1 1 2 4 2 5 5 3 5 5 8 2 5 7 5 13 11 14 19 5 9 3 22 21 5 11 24 28 8 10 25 19 31 32 28 12 14 29 35 21 36 31 32 8 30 3 47 27 49 4 32 8 47 53 38 46 43 51 37 50 41 54 42 18 19 46 56 16 19 40 42 49 18 48 4 69 20 44 65 9 45 22 25 57 53
40 1 2 3 1 1 5 1 1 6 5 9 6 10 9 3 15 2 5 13 2 3 3 8 19 13 23 27 16 10 10 16 23 17 4 27 34 32 3 19
49 1 1 3 1 5 3 2 6 4 1 8 11 13 6 1 3 4 3 18 15 1 8 23 9 22 18 2 9 25 9 11 22 30 9 33 1 25 1 16 40 18 12 12 13 44 13 23 14
86 1 2 3 2 3 1 7 1 7 1 7 2 12 4 10 9 2 9 12 9 17 8 13 6 4 22 22 16 23 1 2 26 21 14 30 31 35 15 14 8 15 6 41 19 40 17 25 47 35 38 18 18 8 41 10 14 50 8 54 18 46 47 6 54 8 17 20 64 16 2 45 58 23 44 66 75 73 37 48 49 4 75 44 73 58
39 1 2 1 2 1 6 5 3 2 6 3 1 10 11 1 16 5 11 18 20 10 15 13 5 11 25 6 8 17 17 6 17 19 15 27 10 29 26
97 1 1 2 2 5 2 3 3 3 9 4 12 5 12 8 16 9 9 13 13 17 8 14 12 10 9 19 4 28 23 27 28 15 22 24 20 23 21 17 20 1 12 37 8 28 9 15 6 23 37 42 2 51 39 41 9 47 23 7 14 21 22 19 63 22 59 54 9 57 20 65 43 71 3 1 58 49 40 26 10 72 51 56 39 54 31 80 87 73 29 62 52 66 14 78 42
40 1 2 1 4 1 1 1 3 9 5 1 1 2 1 8 12 9 12 7 4 19 15 12 18 20 5 11 26 26 2 21 20 29 12 11 10 29 25 12
34 1 2 2 1 5 6 3 4 7 8 4 12 5 7 8 7 11 18 10 12 9 8 12 19 1 25 7 15 18 25 12 27 30
26 1 2 3 2 1 5 6 3 3 5 11 8 13 13 7 2 6 9 14 2 15 9 2 15 7
68 1 2 2 2 4 4 2 6 5 8 10 11 1 11 12 4 13 10 19 2 18 4 7 12 14 12 11 4 9 26 30 7 23 8 15 5 16 20 13 21 6 23 14 33 21 37 9 32 23 50 23 34 52 43 33 55 27 5 4 38 47 50 25 32 23 60 35
25 1 1 3 4 5 1 2 1 6 3 4 6 12 4 15 9 15 18 2 5 15 13 21 23
43 1 1 1 1 5 5 2 7 8 2 9 5 12 9 7 10 8 8 11 19 2 2 14 22 5 18 12 5 16 25 19 10 16 34 10 6 36 13 36 9 34 11
95 1 2 2 3 1 3 3 5 4 4 2 4 3 8 4 3 8 9 11 20 21 16 1 10 13 11 1 27 7 20 16 9 3 3 18 7 30 20 39 20 14 32 9 7 9 2 20 12 24 13 13 37 27 4 45 49 43 34 53 56 30 53 9 50 36 1 30 38 63 39 21 31 52 50 15 41 4 63 77 75 36 76 14 32 15 55 28 20 68 25 42 75 18 48
47 1 2 1 1 5 3 2 5 5 5 6 10 5 11 12 14 10 9 12 16 8 13 6 10 21 8 10 6 2 5 29 25 11 6 4 3 27 3 35 17 37 21 24 22 11 2
13 1 2 1 1 2 5 1 5 1 2 6 5
41 1 1 1 4 2 6 2 8 4 5 1 8 13 7 3 13 4 4 11 19 12 18 23 22 10 14 19 13 4 28 16 30 27 5 2 10 19 3 38 1
49 1 1 1 2 1 2 3 4 4 4 8 7 6 9 5 15 5 13 1 2 5 6 16 24 13 25 13 15 16 12 24 29 30 16 17 1 21 26 10 23 37 3 9 2 20 4 3 20
35 1 1 2 2 1 3 2 2 3 7 7 2 10 11 5 13 4 15 7 4 20 15 5 7 17 4 17 28 7 19 5 11 33 17
46 1 2 3 2 2 3 3 5 9 1 3 7 3 6 5 1 7 17 18 5 2 16 5 11 8 13 7 4 28 3 2 6 8 14 34 20 15 36 7 9 37 13 28 40 5
78 1 1 3 2 5 5 2 8 3 3 9 2 6 12 6 11 17 15 4 2 10 6 9 14 7 12 8 17 27 29 10 9 2 10 17 1 33 23 28 10 26 8 33 37 4 39 19 33 12 7 39 15 6 29 6 23 26 58 29 13 37 59 41 59 47 40 33 28 34 9 52 65 60 74 65 18 48
18 1 2 3 3 1 5 1 5 3 3 1 8 3 14 15 10 10
72 1 2 3 3 5 3 5 7 3 4 1 9 7 7 7 6 11 18 12 13 15 21 14 6 4 18 23 1 13 7 15 28 22 19 15 28 17 33 28 16 7 40 42 38 35 10 23 33 30 30 16 12 22 25 49 53 27 29 57 5 60 7 21 55 43 33 9 45 48 23 26
92 1 2 1 4 3 2 5 8 3 5 9 9 9 7 7 13 7 5 5 11 15 14 14 5 3 13 23 1 19 28 7 30 17 29 3 26 2 8 3 28 34 17 3 12 4 45 34 13 12 13 29 39 36 45 48 45 5 45 22 16 38 3 56 3 19 32 8 44 12 57 58 72 47 32 55 14 68 74 66 80 7 43 38 55 75 51 30 75 16 29 50
18 1 2 2 2 3 3 3 6 6 8 4 12 5 14 1 14 12
92 1 1 3 4 4 5 7 5 5 5 4 8 10 6 6 8 15 10 10 19 11 21 9 22 24 12 25 27 23 30 29 10 8 33 8 33 3 29 23 16 38 1 34 31 28 36 36 34 27 13 2 38 32 4 2 49 35 47 22 11 24 4 38 41 36 10 42 48 45 46 18 50 6 29 66 10 21 2 34 47 78 14 45 65 12 38 40 77 66 29 70
19 1 1 3 2 5 3 1 6 6 3 9 11 10 12 7 9 7 17
21 1 2 1 3 4 4 3 4 2 5 7 11 2 2 15 13 13 18 3 14
6 1 1 2 1 5
74 1 1 2 3 2 6 1 7 6 5 6 10 8 10 11 6 17 7 16 3 17 9 11 18 4 9 5 22 27 21 10 27 30 15 22 30 29 32 17 35 11 33 38 32 7 17 43 31 8 41 24 43 11 11 12 6 55 49 42 16 50 35 41 30 39 26 52 31 50 29 61 60 51
80 1 1 1 3 5 6 5 8 7 5 5 4 6 5 11 6 15 17 7 14 9 15 8 7 6 19 19 7 19 28 21 28 27 2 33 16 36 12 37 40 2 1 13 17 14 4 33 41 6 16 18 13 10 13 55 15 36 12 43 6 2 46 48 50 24 16 8 66 43 34 36 19 42 46 63 8 9 27 49
55 1 1 1 3 3 3 4 8 4 3 7 5 9 9 11 10 7 2 10 15 10 10 20 2 12 2 17 17 13 30 27 6 12 5 32 19 30 28 29 4 18 14 26 25 27 5 22 36 12 20 22 48 3 53
52 1 2 1 4 2 4 6 4 8 2 5 8 7 11 3 1 1 17 11 17 21 14 15 15 1 14 18 28 21 17 8 31 23 34 16 11 26 17 18 25 41 12 33 22 14 22 22 26 45 1 47
84 1 1 3 3 3 1 1 7 5 7 2 4 13 4 13 3 14 18 13 4 16 8 8 11 6 1 8 26 17 13 21 4 25 7 13 5 19 4 21 2 4 4 37 5 8 19 34 35 11 47 25 41 49 40 2 49 36 43 21 28 20 26 14 31 58 8 1 61 29 52 44 20 39 43 73 48 58 55 18 55 14 53 17
25 1 2 1 2 5 4 7 6 7 4 6 5 6 1 5 14 16 6 11 3 13 21 8 12
15 1 2 3 4 2 5 2 1 3 10 1 9 6 11
66 1 1 3 3 5 2 6 2 6 6 3 8 6 5 2 10 16 10 17 10 7 3 4 7 22 8 4 7 12 6 13 32 29 15 11 34 24 18 25 37 41 12 12 37 39 14 46 18 3 24 25 16 2 3 30 34 9 12 28 36 50 45 58 50 7
65 1 1 2 1 1 6 7 5 6 6 3 7 2 13 8 4 12 1 18 6 8 20 11 20 20 6 11 19 9 22 26 32 8 19 24 25 27 7 11 15 9 7 25 27 18 33 8 40 40 3 26 35 5 46 48 24 18 25 56 45 8 57 25 27
84 1 2 1 4 3 4 4 8 2 9 7 9 8 10 4 16 16 9 10 6 17 7 22 24 20 23 17 19 5 3 15 32 7 2 4 11 10 2 15 17 29 42 39 28 26 9 27 16 25 48 39 40 22 3 23 9 29 26 31 31 11 25 59 23 44 5 25 36 31 10 57 69 18 65 32 26 54 1 65 42 60 7 77
2 1
84 1 2 1 3 1 3 4 3 6 8 4 6 5 9 5 4 3 6 5 2 21 21 4 14 1 2 20 20 17 11 21 10 11 2 21 36 8 5 14 34 4 38 39 33 28 34 9 40 33 8 36 28 43 41 4 4 39 19 14 20 49 11 3 59 61 63 34 26 53 10 38 19 39 39 16 19 55 70 39 77 34 47 23
48 1 1 3 4 4 4 4 5 5 1 6 10 12 3 12 11 4 18 1 14 16 21 4 6 6 25 13 2 7 2 11 26 17 7 1 30 14 17 17 31 20 12 19 23 39 21 41
84 1 1 2 2 2 3 6 2 8 2 3 1 2 14 10 7 7 2 18 7 2 11 1 1 22 16 10 21 28 6 31 21 30 27 8 22 15 29 13 36 21 20 39 15 12 9 19 37 35 7 51 4 42 2 5 13 47 53 10 52 57 2 10 42 37 1 59 16 17 52 13 49 9 61 62 63 68 15 56 24 48 24 62
59 1 1 2 2 3 6 7 6 7 7 8 8 3 5 13 7 2 5 10 4 20 3 19 3 24 2 25 12 10 17 8 26 7 2 24 16 29 10 19 22 27 5 5 17 22 18 11 19 45 14 13 8 38 8 51 24 18 54
11 1 2 1 3 1 4 3 3 2 10
57 1 1 1 4 5 5 7 5 6 2 5 1 3 9 5 1 16 16 15 12 21 9 6 14 22 4 4 1 23 15 5 5 31 25 19 31 1 11 19 22 5 13 33 27 22 12 31 10 36 32 12 32 6 21 52 8
60 1 1 1 3 3 2 6 5 2 10 10 2 1 4 14 8 3 14 16 7 13 14 22 18 23 4 22 18 19 25 7 26 14 1 22 22 24 24 13 7 27 37 15 14 26 18 36 46 39 11 9 26 39 53 47 55 9 44 12
25 1 2 2 4 1 6 3 8 1 10 9 5 8 6 15 15 11 5 19 7 18 1 11 9
70 1 2 1 3 2 6 1 3 6 3 5 8 4 8 13 7 9 9 7 3 15 5 2 21 8 22 18 4 28 4 2 17 9 27 10 20 29 14 9 3 30 14 2 10 30 10 7 14 19 20 46 14 8 35 37 41 20 4 43 3 46 29 30 7 63 65 23 7 51
7 1 1 2 2 2 5
77 1 1 1 2 2 1 1 6 3 8 4 8 10 2 13 4 16 14 14 19 9 18 21 1 3 12 23 17 23 24 19 6 27 7 23 32 21 36 31 14 28 24 15 39 24 35 13 26 37 44 41 30 7 36 4 17 3 15 14 59 36 46 2 14 39 62 42 68 42 50 8 26 66 5 51 57
76 1 1 3 1 5 6 6 1 6 4 2 8 5 4 14 15 12 10 19 14 20 15 11 21 24 20 23 8 27 9 26 28 24 8 9 35 35 19 3 17 12 41 30 42 42 41 26 41 12 15 5 35 7 14 33 42 23 47 16 4 46 13 33 4 10 27 22 5 42 63 10 4 8 31 38
33 1 2 3 1 3 3 2 3 7 7 11 2 8 11 9 14 10 10 9 14 15 9 10 12 5 23 18 9 15 22 16 24
36 1 1 1 1 1 3 2 4 6 4 1 7 13 11 13 8 10 15 11 7 10 12 8 11 14 1 12 11 12 6 16 11 14 14 21
81 1 1 3 2 5 2 5 8 1 5 3 3 13 3 13 2 6 10 5 19 13 19 1 1 23 20 2 22 28 8 24 29 23 29 35 12 16 7 4 32 22 38 40 13 45 14 10 3 19 12 30 34 6 20 55 1 32 29 34 38 15 15 41 30 24 13 36 40 10 2 56 45 25 10 59 1 39 52 62 56
34 1 2 2 1 4 6 1 8 2 9 9 10 3 10 15 11 13 12 15 8 13 2 23 19 13 21 22 17 12 18 7 28 30
27 1 2 2 1 2 5 1 5 8 10 3 4 3 14 11 2 6 11 19 7 18 12 15 5 24 20
89 1 2 3 1 3 5 2 1 9 8 9 10 4 5 1 7 5 8 17 7 9 13 11 14 20 21 2 16 9 11 3 32 32 4 3 35 15 22 34 40 37 15 40 8 3 19 12 33 47 6 6 28 12 45 4 23 26 24 40 8 19 28 50 3 42 64 49 66 44 1 60 40 59 39 52 72 39 23 59 41 47 78 26 60 55 63 8 10
25 1 2 3 2 4 4 1 5 6 4 8 2 4 9 13 1 6 9 15 11 12 19 19 15
98 1 1 2 4 1 6 4 7 6 4 2 11 4 11 8 7 7 3 2 1 17 8 16 10 4 22 15 9 2 21 25 31 31 33 34 12 1 18 8 3 7 23 29 34 20 37 42 39 46 24 48 10 3 47 31 14 2 19 45 19 43 8 37 37 41 60 66 53 37 1 9 55 44 4 14 45 14 42 78 53 12 25 42 28 38 27 37 2 57 11 8 49 83 52 14 95 5
16 1 1 1 3 1 3 2 1 3 8 7 3 6 11 15
50 1 2 1 2 5 2 3 7 7 1 9 10 7 13 11 12 9 1 7 1 17 12 2 13 6 11 21 20 27 17 4 30 18 25 21 16 23 17 25 35 25 28 16 41 7 27 17 1 16
71 1 1 1 1 1 4 3 5 7 5 9 10 10 4 11 13 2 18 13 11 1 16 5 20 4 11 11 8 22 27 24 19 25 30 10 18 15 36 14 22 15 29 15 27 34 14 34 23 7 2 42 3 35 5 20 22 38 34 6 24 4 60 51 25 47 20 1 60 56 62
38 1 2 2 1 3 2 7 2 7 3 5 10 9 13 15 1 13 11 1 20 10 19 9 21 13 15 10 28 28 22 29 28 8 7 9 7 20
31 1 2 1 4 1 5 1 1 5 2 10 12 1 6 13 1 9 12 5 11 12 16 20 1 6 1 19 25 7 9
85 1 2 2 3 2 3 2 7 5 4 11 12 8 3 10 10 7 7 18 19 2 19 15 13 25 19 27 11 20 6 26 6 3 16 29 32 37 6 33 26 3 41 5 42 1 29 46 9 3 1 36 26 28 9 4 16 48 35 17 39 53 49 13 3 33 23 58 20 26 20 18 17 39 29 11 67 71 14 14 5 35 64 25 8
3 1 2
35 1 2 3 1 3 2 1 3 8 8 2 3 4 7 2 9 7 13 6 2 2 9 15 3 14 20 20 8 10 21 3 3 3 11
28 1 1 1 3 4 5 7 6 7 5 5 5 8 2 5 3 3 8 2 1 4 7 16 10 14 7 23
45 1 1 1 4 4 4 2 8 8 8 5 12 12 2 9 3 9 9 7 10 1 19 1 15 17 3 17 11 11 27 1 14 5 22 24 9 32 3 36 34 33 2 24 16
6 1 1 2 3 4
64 1 1 3 4 5 6 4 5 2 6 5 12 3 8 6 8 13 13 19 17 5 15 15 22 12 15 11 6 27 21 17 10 22 33 1 20 24 16 39 14 31 19 13 2 37 6 23 4 1 24 6 48 40 15 14 23 47 52 12 30 14 49 9
52 1 1 2 2 4 6 6 4 7 2 8 7 5 3 10 12 6 18 13 14 4 20 14 13 1 23 17 15 29 13 3 28 17 12 18 34 11 8 8 1 34 37 42 10 8 2 23 29 46 27 17
44 1 1 1 2 1 4 4 6 7 6 6 7 10 5 5 5 4 3 17 6 11 11 19 8 19 14 17 12 12 22 14 12 14 21 20 5 34 6 3 17 23 17 43
88 1 1 2 4 5 4 6 8 6 8 3 4 12 14 13 4 2 3 19 13 9 8 5 17 21 5 24 3 28 18 24 2 2 16 6 6 12 36 11 35 1 5 10 13 43 4 6 45 49 39 40 12 2 14 52 20 14 37 8 16 58 62 27 28 52 19 39 43 61 50 54 64 24 39 68 72 12 70 75 36 71 42 28 62 10 57 35
42 1 1 2 3 4 4 2 6 7 3 1 9 9 12 10 5 15 18 8 12 7 4 18 12 5 6 16 28 21 24 26 30 6 34 15 16 3 29 22 25 14
9 1 2 1 2 2 6 2 5
67 1 2 2 4 5 6 4 5 6 9 9 1 3 3 1 6 17 8 2 4 15 20 17 15 8 25 11 23 15 20 8 29 24 34 30 34 31 11 36 23 22 4 1 42 35 32 2 33 49 14 44 25 1 28 37 26 42 35 29 49 55 29 26 15 5 26
67 1 1 3 1 5 3 5 3 4 8 1 9 4 7 6 6 3 14 9 7 2 19 17 12 18 5 20 8 19 22 9 15 4 6 6 1 31 15 29 35 22 1 5 35 44 45 37 48 2 34 38 32 53 39 6 30 26 9 32 38 24 21 4 22 48 59
29 1 2 3 2 4 6 7 4 6 8 8 6 12 4 15 5 1 15 8 16 14 15 21 11 10 20 20 16
94 1 2 2 1 4 5 3 6 7 2 3 9 9 14 1 3 11 8 10 7 13 5 2 14 1 3 13 1 5 4 23 13 15 4 3 4 26 13 23 4 11 15 12 39 28 41 38 24 20 29 18 38 47 32 9 17 21 38 11 40 27 9 54 42 7 66 35 41 28 57 56 22 69 30 57 43 54 35 78 80 54 75 11 26 68 79 22 17 35 86 39 15 31
88 1 1 2 2 4 6 7 1 4 7 5 5 9 2 13 9 13 9 7 9 4 10 11 1 17 23 17 16 2 12 25 32 15 26 35 16 31 7 13 1 39 20 3 33 16 16 16 43 29 42 32 49 10 1 9 22 5 17 17 54 10 56 52 39 48 27 45 41 31 23 26 63 8 59 53 55 59 16 76 79 75 25 39 63 63 1 44
24 1 2 1 2 4 5 4 8 3 9 1 7 6 9 3 8 3 5 18 13 5 14 2
22 1 1 2 3 4 6 5 6 6 9 2 11 5 13 13 9 17 9 9 16 4
34 1 2 3 1 3 6 4 6 3 6 4 5 4 3 3 12 10 15 9 9 14 15 14 3 24 18 20 9 24 9 3 10 20
86 1 2 3 3 4 2 6 5 8 10 8 2 7 9 9 7 17 14 17 18 13 18 4 12 18 23 15 16 17 6 29 26 30 26 7 11 14 17 8 29 35 11 23 10 14 38 8 14 17 17 51 44 1 37 31 47 34 42 49 22 20 61 6 33 20 56 9 25 9 63 10 39 47 17 55 27 38 51 22 65 11 23 76 31 36
52 1 1 2 3 5 4 7 2 4 7 5 10 6 9 7 12 6 3 10 2 8 19 11 19 4 13 13 15 5 18 1 22 21 14 33 29 16 14 19 9 13 19 21 36 34 2 29 15 3 28 38
40 1 1 3 2 3 6 4 1 8 4 11 6 2 13 5 3 5 17 8 7 5 21 6 2 5 4 21 16 11 2 27 16 10 14 28 18 4 31 37
70 1 2 3 1 3 1 4 7 7 8 5 9 7 6 12 6 7 1 1 19 6 12 5 8 2 17 17 10 29 1 29 16 19 24 4 13 9 8 36 20 4 40 9 1 9 16 15 36 44 46 49 19 46 42 43 27 32 52 7 15 13 48 51 42 61 56 62 20 22
