1000 1000
56 1 1 1 3 5 3 6 5 1 5 4 12 4 10 13 2 17 4 2 3 12 14 11 9 22 20 15 12 8 29 21 9 22 22 9 16 11 7 1 19 2 16 36 33 12 32 16 45 28 37 41 34 44 53 32
20 1 2 3 3 4 1 6 5 2 7 4 6 4 7 8 3 16 1 10
24 1 1 2 1 4 6 2 7 2 8 9 7 9 3 1 12 15 12 11 18 12 7 23
22 1 1 2 1 1 5 1 3 7 6 5 11 3 11 10 16 12 17 19 17 8
49 1 1 2 2 2 6 5 8 5 4 3 8 13 14 9 16 12 13 14 2 21 1 22 20 8 13 7 8 3 15 8 27 7 3 33 26 36 7 15 11 36 5 25 18 45 15 22 15
23 1 2 3 2 5 4 4 7 4 1 9 10 10 8 12 14 14 2 18 3 12 19
57 1 2 3 1 5 5 7 3 8 1 5 1 7 4 12 7 6 11 15 13 17 16 22 3 22 9 4 4 7 13 13 3 18 16 31 22 33 24 22 28 22 2 9 40 1 29 36 43 5 41 14 48 2 43 14 4
54 1 2 3 4 3 6 4 5 9 1 6 4 2 10 14 7 11 15 14 14 16 1 7 5 10 8 6 1 6 26 18 12 2 33 25 5 26 1 26 23 33 14 34 7 3 45 30 41 14 14 49 46 4
88 1 1 1 1 5 3 4 8 1 3 11 5 7 9 4 2 7 13 8 11 14 1 6 20 2 5 4 26 9 11 6 1 1 13 21 35 23 2 18 22 34 41 41 22 27 6 7 18 27 37 3 33 28 41 3 21 11 42 16 50 3 17 57 56 26 42 49 32 62 52 11 20 56 60 61 57 20 41 70 58 45 47 73 73 71 60 53
78 1 2 3 3 2 4 1 8 4 5 4 9 4 6 15 8 16 12 12 16 1 14 21 13 1 16 6 28 14 30 19 16 5 27 27 10 12 30 29 19 29 1 30 31 20 28 11 15 8 13 36 22 17 50 42 37 37 46 21 25 33 3 62 62 50 3 45 48 10 69 27 6 47 31 11 24 13
32 1 1 3 2 5 4 2 7 9 2 10 1 11 8 10 9 8 18 18 1 10 2 3 18 13 1 5 3 24 7 1
95 1 1 1 3 1 4 5 6 4 1 8 10 1 6 5 12 16 1 11 15 5 19 12 10 22 25 15 25 12 14 14 16 17 14 19 28 10 32 32 4 21 28 2 8 43 38 36 29 46 20 9 31 10 24 47 56 22 45 29 9 56 58 7 26 65 49 14 65 47 27 23 70 43 69 17 12 18 32 71 40 68 14 80 56 10 59 57 38 87 10 77 37 50 42
37 1 1 1 4 3 1 6 7 5 7 11 12 12 6 5 9 13 5 2 12 9 6 5 10 7 6 13 27 20 9 6 29 23 24 34 18
56 1 1 1 4 3 4 6 3 2 9 2 10 8 13 5 6 9 8 4 13 1 20 21 16 3 9 10 8 23 12 13 28 12 19 25 17 27 34 32 11 12 5 22 15 34 7 40 27 21 13 41 19 18 1 44
71 1 2 3 4 2 1 3 7 9 2 10 4 5 5 15 1 9 1 1 17 3 18 9 6 11 26 4 10 6 24 14 27 9 9 20 8 37 30 32 7 20 37 12 3 18 16 8 6 47 20 26 34 19 33 27 39 15 58 36 34 51 13 3 57 43 40 21 24 8 5
61 1 2 1 3 5 1 5 6 1 4 10 3 11 2 9 2 17 12 2 19 14 3 4 11 12 20 12 1 22 21 21 26 27 24 31 4 30 2 26 12 4 42 13 28 19 12 1 8 46 26 35 32 5 42 29 17 45 22 29 28
27 1 2 3 1 2 6 2 6 7 10 9 4 1 9 5 7 8 17 13 6 5 11 20 1 7 19
63 1 2 2 4 3 6 2 7 5 2 5 5 3 5 3 9 17 11 9 17 7 10 18 19 5 23 5 17 19 2 8 16 4 7 4 25 11 30 22 38 27 22 33 36 9 41 45 10 18 12 17 17 5 4 46 41 11 43 41 59 5 43
15 1 2 2 1 1 5 4 2 3 2 7 9 8 4
68 1 1 1 2 4 4 3 6 2 10 1 9 3 6 7 5 13 15 14 12 5 7 23 23 25 21 18 11 12 15 1 21 22 3 16 21 36 2 20 27 1 34 37 14 44 32 24 32 38 17 46 8 12 13 27 35 43 1 19 7 57 59 58 7 37 29 1
43 1 2 3 4 5 1 2 3 3 9 1 11 12 1 7 9 2 11 7 3 10 14 20 10 20 7 24 28 25 20 18 11 30 30 11 4 12 16 34 9 9 38
14 1 2 1 4 5 2 3 6 1 3 3 7 4
90 1 2 3 1 2 2 4 8 6 10 11 7 11 4 8 5 16 14 12 15 4 16 2 10 22 5 3 24 26 2 7 6 16 11 11 27 21 30 8 5 18 9 27 10 24 4 33 32 40 27 34 24 49 44 15 19 23 30 48 37 26 28 58 41 1 6 67 58 11 26 6 63 4 11 43 10 43 68 37 44 44 55 10 40 23 79 26 4 15
63 1 1 3 3 2 6 4 4 1 9 6 10 10 11 13 2 9 5 11 9 9 19 3 13 4 24 1 15 20 12 21 27 21 25 7 5 28 18 13 30 18 25 10 15 27 20 26 6 38 24 23 41 11 9 12 36 22 4 9 8 51 38
46 1 2 2 2 3 6 6 4 8 10 10 10 3 7 10 11 10 4 18 12 21 12 15 17 19 7 4 7 5 17 9 26 22 25 5 10 32 3 7 31 29 25 24 43 34
96 1 2 1 2 4 1 3 2 1 6 5 4 13 6 6 3 14 12 7 16 17 5 23 2 17 17 25 24 7 23 19 32 26 32 15 20 22 3 38 5 1 31 11 41 1 37 27 45 34 5 41 36 35 26 32 26 51 16 46 46 12 16 57 50 15 46 55 9 17 54 54 43 16 67 40 63 15 54 3 47 6 61 37 70 23 85 51 59 1 34 65 9 42 12 12
60 1 1 2 1 1 1 1 1 6 8 4 4 13 5 12 14 6 13 12 19 11 19 19 9 8 7 1 21 8 12 25 15 7 23 12 30 24 38 5 4 5 40 25 1 8 13 26 33 46 41 13 46 29 33 32 8 27 26 26
62 1 2 3 3 5 3 3 7 1 4 8 1 10 12 9 10 14 17 13 1 13 3 22 12 16 8 10 24 10 18 7 14 1 13 35 29 14 1 18 1 10 12 37 26 15 41 13 34 12 9 21 51 43 52 5 21 30 15 2 9 24
33 1 2 1 1 4 1 7 2 9 4 6 1 8 11 10 14 11 10 19 4 4 1 10 15 6 22 10 17 12 23 15 23
81 1 1 1 2 5 1 5 8 7 2 3 7 4 13 8 13 10 11 3 14 1 15 22 5 6 7 4 23 25 14 15 30 12 31 14 34 1 32 39 1 13 12 22 34 22 3 28 19 44 18 25 1 51 7 49 11 34 51 27 35 40 23 24 5 4 33 50 42 5 24 32 30 63 68 75 23 67 30 20 34
55 1 1 1 2 1 1 6 1 5 5 1 2 7 2 3 7 4 18 9 17 18 6 23 23 9 3 14 11 18 20 26 19 6 24 11 20 29 36 2 34 20 2 34 43 24 24 4 32 40 13 1 18 25 16
17 1 2 2 3 5 6 3 6 5 2 8 11 13 11 1 2
36 1 2 2 1 4 4 3 6 5 3 10 1 2 11 2 13 10 6 8 6 20 17 18 7 11 7 13 24 20 29 28 26 18 6 10
59 1 2 1 1 3 5 3 4 2 5 6 10 11 4 1 15 7 13 7 9 5 20 16 24 18 10 13 17 5 28 16 26 30 31 9 11 33 34 34 23 25 18 15 12 16 34 17 42 29 10 39 22 22 1 45 6 21 19
99 1 1 2 2 2 2 4 2 2 7 5 6 13 13 11 10 2 5 6 12 21 22 21 16 12 7 25 18 1 14 4 32 1 6 16 11 13 38 9 30 27 38 5 5 14 18 33 6 3 7 45 45 41 23 21 50 34 16 19 26 42 48 33 61 34 50 11 57 31 36 59 20 38 9 22 31 45 27 79 69 51 16 45 34 55 67 25 25 39 29 11 66 9 72 83 31 18 17
26 1 2 3 4 3 6 7 7 1 7 3 9 9 10 3 14 6 2 5 4 19 21 11 4 3
90 1 1 3 2 2 4 6 3 6 4 7 9 12 2 10 9 12 18 14 12 4 8 3 9 4 25 13 28 29 21 14 26 5 12 16 30 35 7 26 31 22 19 18 8 43 33 30 3 8 42 21 9 29 53 41 14 49 13 12 16 36 39 53 36 44 12 63 58 5 32 1 15 62 52 60 47 51 36 27 18 59 24 5 38 19 31 14 86 71
80 1 2 1 4 5 4 6 5 4 5 3 7 12 3 9 16 15 15 16 4 7 8 18 3 22 19 7 20 18 23 29 3 29 14 34 10 20 5 36 40 1 40 28 41 11 44 22 28 23 25 32 33 50 9 16 30 39 11 41 54 50 37 40 39 18 42 6 36 47 69 69 25 26 26 41 67 46 74 15
29 1 1 2 1 3 5 6 3 8 3 1 10 9 14 4 16 11 4 3 8 6 7 9 9 25 14 13 12
43 1 1 3 4 3 5 3 6 5 1 10 2 13 5 9 13 15 7 16 14 9 13 3 15 1 10 12 1 3 2 23 20 32 9 5 30 14 6 35 28 27 40
66 1 1 2 2 4 3 7 8 7 6 6 10 4 11 9 14 10 9 11 5 7 9 8 2 2 9 22 12 10 6 13 10 8 2 34 22 32 24 1 17 9 41 29 16 30 24 43 35 36 50 32 42 1 26 1 32 25 12 4 49 45 44 17 48 26
25 1 2 3 1 1 1 7 8 5 6 11 3 2 3 4 4 6 9 16 5 21 3 2 8
41 1 2 1 4 5 2 2 6 8 4 2 3 12 14 12 16 3 5 6 20 13 11 17 12 25 21 10 19 23 14 1 1 5 19 4 14 10 8 20 28
4 1 2 2
59 1 1 1 1 2 2 4 1 5 7 11 9 5 10 6 4 7 13 19 10 8 13 1 2 4 22 14 11 17 13 6 11 18 30 31 6 35 21 3 28 10 39 15 43 13 23 45 15 9 32 10 14 38 5 52 43 25 55
68 1 1 3 2 2 2 6 2 1 2 7 10 3 3 1 12 7 11 4 4 15 3 15 22 7 14 24 18 26 12 25 14 29 13 18 2 13 17 19 40 7 6 32 35 35 13 38 35 26 28 32 4 3 53 42 36 43 34 33 3 50 62 33 56 43 15 14
21 1 1 3 4 4 1 4 8 6 7 4 11 2 6 5 6 4 13 18 13
70 1 1 1 3 1 5 7 6 1 10 4 5 1 10 6 12 7 8 11 2 20 13 21 23 21 18 12 12 8 18 3 13 13 17 23 14 35 11 26 13 19 2 17 35 42 9 1 47 3 4 4 1 39 36 16 5 21 8 10 7 14 31 5 25 4 3 15 14 63
12 1 2 2 1 1 5 1 7 6 9 10
9 1 1 1 1 4 1 3 6
21 1 2 1 1 3 4 2 6 2 8 7 1 4 7 12 4 2 13 10 8
43 1 2 2 4 4 5 2 2 8 9 6 11 5 12 11 6 8 14 19 2 15 16 9 21 19 4 21 11 14 8 5 16 31 8 24 22 32 27 13 19 11 23
57 1 1 3 4 4 5 4 4 7 3 5 11 8 6 9 16 7 1 15 18 18 17 14 24 23 3 5 12 28 28 14 28 33 15 1 3 2 37 28 12 19 16 14 18 22 1 20 17 44 50 22 2 7 43 10 15
2 1
15 1 1 3 1 3 5 7 6 6 3 3 10 11 10
39 1 1 2 1 2 6 4 8 5 3 5 10 11 2 10 6 12 12 12 20 16 13 18 17 17 15 17 28 18 6 27 19 16 32 16 15 19 16
14 1 2 2 2 5 4 1 6 4 1 10 2 9
20 1 1 2 4 1 3 3 5 7 1 4 4 2 12 2 16 12 18 19
69 1 1 3 1 4 6 6 7 2 4 9 11 8 11 4 16 12 11 14 17 8 4 21 24 6 3 18 18 21 28 6 7 32 14 17 12 19 30 18 36 23 22 7 8 42 46 43 48 19 48 40 48 4 23 35 34 52 57 57 60 15 17 52 21 43 44 67 38
53 1 2 2 1 1 3 6 2 4 3 2 10 2 6 1 8 2 4 16 16 16 20 13 21 6 19 4 15 13 14 1 13 27 23 11 31 3 35 39 9 9 19 11 27 32 11 7 46 33 19 20 39
84 1 1 3 1 2 4 7 2 7 5 2 1 12 5 6 15 12 1 17 7 1 22 20 15 7 6 1 13 13 7 6 29 26 18 35 36 8 35 7 39 29 12 30 25 40 23 29 48 19 1 24 45 19 26 25 33 54 42 58 35 17 15 5 33 16 1 64 46 2 57 44 55 64 43 32 53 16 58 6 47 65 7 56
51 1 2 3 1 5 3 7 6 3 10 4 4 7 10 9 10 9 3 4 13 19 8 8 9 6 5 23 17 29 2 3 22 25 10 25 17 25 5 25 22 7 4 29 33 27 6 35 39 19 49
8 1 1 1 3 2 1 5
20 1 2 2 3 1 3 4 3 6 10 5 11 6 13 3 5 6 16 16
60 1 2 1 2 4 2 3 4 2 3 7 7 13 2 9 1 15 6 14 5 6 2 11 6 19 13 15 25 20 19 11 31 5 4 16 31 24 30 28 4 39 27 24 35 27 41 4 6 36 8 38 15 50 47 39 51 2 8 8
17 1 1 3 2 3 3 1 1 7 3 5 8 8 14 4 11
45 1 2 3 2 1 3 3 1 3 3 11 8 3 5 5 4 12 15 12 20 21 7 20 18 11 5 18 9 21 19 4 5 9 20 18 16 28 16 26 38 9 17 12 1
22 1 2 1 2 5 2 4 7 2 6 6 6 7 2 15 11 14 10 14 10 20
64 1 2 1 4 4 6 1 8 9 3 5 2 2 4 12 7 15 11 3 8 5 8 20 5 22 5 16 26 13 21 5 2 11 5 1 7 9 37 16 19 19 6 6 35 13 1 20 5 39 21 26 39 23 23 46 44 51 40 25 52 41 29 19
24 1 1 3 3 4 4 3 2 1 4 11 8 2 13 10 2 2 2 7 11 17 8 11
60 1 2 3 1 3 4 2 6 6 7 2 5 10 5 3 3 11 1 10 11 12 8 6 22 10 3 19 26 1 26 18 28 1 2 34 2 35 36 10 27 28 33 8 20 34 21 22 5 19 21 29 42 32 8 19 44 33 40 17
52 1 1 3 3 1 1 7 2 8 7 7 2 13 13 6 3 8 9 19 8 10 1 19 18 2 5 16 23 3 25 11 21 10 31 21 35 28 38 37 39 41 12 10 9 10 13 3 33 4 39 13
35 1 1 2 1 2 5 1 2 1 9 8 5 7 12 10 4 5 15 1 12 21 15 14 11 4 23 24 22 21 19 22 30 3 19
43 1 2 2 3 1 4 6 4 5 9 2 4 1 14 12 13 5 9 8 11 16 6 3 19 1 9 8 13 12 13 7 11 5 25 34 3 1 12 11 15 5 22
87 1 2 1 4 4 6 1 8 1 9 5 8 6 6 5 12 11 16 12 16 11 10 5 3 16 10 3 14 4 7 6 4 18 15 29 9 10 24 17 17 37 12 41 38 15 41 37 1 31 3 12 6 6 18 54 32 13 46 46 15 3 5 3 38 21 3 44 3 24 62 37 47 7 35 24 43 20 46 24 4 19 39 16 65 27 25
61 1 2 2 2 3 5 5 1 2 5 7 7 8 11 11 15 16 14 15 14 7 19 9 16 25 6 14 13 13 22 15 5 27 33 13 7 15 25 6 7 13 8 24 11 26 27 27 8 17 32 23 47 9 18 17 55 23 8 48 28
93 1 2 1 3 3 4 7 8 9 3 7 12 5 4 10 4 9 11 6 17 13 16 17 17 12 4 10 13 3 10 24 29 25 13 12 6 4 25 8 27 29 20 14 12 2 28 28 31 39 31 27 44 42 17 37 45 6 6 59 16 9 59 2 47 19 51 62 49 54 47 58 14 69 37 18 70 19 12 63 65 21 63 75 58 29 25 15 84 88 68 87 29
31 1 2 1 3 3 6 4 5 9 3 2 7 3 6 10 4 15 6 1 6 5 12 11 8 11 16 2 18 5 27
58 1 1 3 1 4 4 2 6 8 4 2 2 10 6 3 1 16 3 2 16 5 18 21 2 22 25 21 1 12 26 5 31 18 20 15 31 3 34 7 31 16 36 7 20 45 25 40 15 39 41 35 34 31 25 28 24 41
61 1 1 1 3 5 4 7 5 4 8 8 9 1 13 10 10 13 10 7 4 19 5 18 15 24 24 3 16 18 26 2 19 26 14 30 3 32 1 27 36 5 7 15 6 14 31 38 22 30 3 30 28 49 18 27 49 6 55 8 54
75 1 2 2 3 5 4 6 6 7 3 8 10 12 2 9 16 6 6 14 6 4 10 19 16 17 18 27 9 23 25 12 12 31 34 35 16 24 17 12 17 20 41 3 44 39 6 12 21 22 46 17 26 16 51 40 14 31 14 49 27 48 8 60 55 55 37 58 25 11 25 8 48 60 58
96 1 1 1 3 1 5 4 1 6 8 1 11 6 5 3 14 6 18 12 4 6 21 15 15 15 12 15 20 25 7 14 4 2 26 20 10 29 22 39 25 12 28 9 42 6 29 22 27 17 27 50 45 45 50 46 19 53 48 6 18 12 8 26 63 55 55 67 50 13 51 68 40 54 13 5 68 8 24 76 78 52 2 65 18 28 67 67 41 85 35 61 40 70 77 83
25 1 2 2 1 5 6 5 3 3 8 4 10 10 6 3 6 8 12 14 4 21 22 18 8
85 1 1 1 1 5 5 2 7 2 4 4 12 13 2 4 14 11 11 1 11 2 21 18 14 14 17 11 4 25 9 11 20 9 23 22 30 8 14 33 34 19 25 9 30 28 28 4 13 46 4 28 33 33 45 6 24 1 11 40 48 52 51 1 43 64 60 47 40 8 13 14 45 65 41 8 11 44 20 4 34 18 40 47 62
95 1 2 1 1 2 1 3 3 7 1 7 10 5 5 1 12 9 9 14 11 19 15 10 11 24 9 15 25 8 27 23 3 22 3 32 19 10 34 25 24 16 22 43 37 23 28 32 10 23 15 24 6 2 20 42 52 19 11 4 38 7 30 26 20 31 61 14 11 27 6 28 48 60 73 67 62 29 53 16 63 8 36 64 16 54 27 75 75 65 80 29 29 87 20
3 1 1
96 1 2 3 4 3 1 6 2 5 6 5 5 7 1 14 13 7 8 3 6 1 15 1 22 2 17 11 8 21 3 13 19 19 21 1 13 2 11 30 9 14 4 3 1 42 43 11 17 33 14 42 26 39 15 45 25 38 29 8 7 47 19 28 35 61 12 35 23 23 43 32 49 19 63 38 1 13 12 12 73 49 8 48 28 40 46 85 30 86 15 41 23 22 29 68
90 1 2 1 4 1 6 6 1 1 10 9 1 8 9 4 16 3 5 5 12 20 8 10 6 12 20 19 16 20 21 4 21 15 11 6 12 33 5 4 23 9 21 3 14 13 1 16 47 20 13 28 28 48 39 32 54 35 23 14 50 56 28 13 54 28 46 13 18 68 14 10 49 8 5 15 59 8 67 15 30 42 28 30 59 19 56 36 68 84
25 1 1 3 3 3 4 5 4 7 6 9 3 7 12 15 9 13 17 11 6 3 11 1 2
61 1 1 2 2 5 1 1 3 5 7 4 7 10 7 4 10 17 10 5 19 8 18 7 8 3 12 23 19 29 19 19 24 21 1 9 29 28 14 37 33 11 11 3 29 6 2 45 37 5 37 26 26 5 4 2 23 42 5 30 44
9 1 2 3 2 3 3 5 3
8 1 2 1 2 3 1 1
82 1 2 2 1 1 6 5 4 8 5 9 4 3 8 11 12 17 17 7 15 10 11 2 9 24 16 14 14 5 20 21 15 6 28 22 2 23 6 25 33 20 12 17 1 36 27 41 16 37 40 24 9 30 34 45 21 21 12 5 4 3 3 30 5 9 41 61 40 20 30 29 34 46 19 38 61 20 78 30 52 36
63 1 1 3 1 4 2 4 1 7 4 4 3 12 10 10 10 15 11 10 18 1 12 8 22 1 15 20 5 15 15 7 31 25 23 35 6 26 7 17 10 20 23 43 1 23 34 12 2 22 50 47 8 3 17 40 33 12 39 35 30 16 35
13 1 1 2 4 1 4 2 6 9 6 3 12
33 1 1 3 4 3 3 2 7 3 6 6 1 12 3 12 12 10 15 4 9 11 3 18 10 22 1 4 19 13 29 20 28
25 1 1 2 2 4 6 1 1 9 6 11 11 4 6 12 11 17 12 1 3 20 4 20 1
57 1 2 1 4 1 4 6 5 5 8 9 2 5 6 3 8 3 5 12 9 21 15 20 4 6 14 24 22 10 9 12 10 16 21 33 30 16 19 14 8 27 4 40 26 42 8 24 3 9 37 10 48 9 50 43 19
52 1 1 2 2 2 3 3 1 3 2 9 11 5 4 13 12 10 12 13 15 18 16 9 3 14 2 13 2 14 11 28 31 24 17 27 21 13 18 30 18 21 1 16 43 14 12 22 48 21 26 47
46 1 1 1 1 5 5 7 8 3 1 11 10 12 9 11 1 9 4 7 1 20 18 10 3 20 18 14 1 15 23 14 15 13 4 21 1 25 36 24 2 21 22 16 44 37
46 1 1 3 1 1 5 7 5 7 7 6 2 4 2 1 13 2 2 16 2 4 11 15 23 2 19 14 22 26 30 20 6 5 3 25 27 30 33 10 12 36 31 37 36 35
38 1 1 1 3 2 1 7 3 2 1 8 12 10 1 3 13 7 15 6 12 18 1 3 2 21 25 9 17 24 6 17 6 10 16 9 25 5
12 1 1 3 2 1 3 5 7 4 3 11
46 1 1 2 3 4 5 1 8 7 7 6 9 13 13 12 14 1 18 17 13 18 8 23 22 19 4 10 12 5 12 30 30 5 30 20 26 17 35 30 31 40 36 37 7 37
6 1 1 1 4 2
78 1 1 2 4 3 6 1 1 4 8 4 6 11 13 8 13 10 15 19 5 1 13 21 24 12 3 11 11 26 19 16 32 14 10 8 34 21 24 17 40 36 19 11 9 5 19 6 13 13 39 5 35 37 20 42 12 40 44 48 19 32 17 1 4 40 17 60 22 34 2 25 47 35 16 54 40 56
77 1 2 2 1 1 6 6 8 9 10 4 3 2 12 2 12 17 14 15 18 10 17 2 19 13 4 7 19 28 29 21 20 31 17 18 2 12 18 17 14 13 41 36 17 25 16 1 12 31 7 6 16 37 52 34 21 10 11 37 3 6 9 26 41 11 32 19 33 13 36 26 8 64 32 59 23
77 1 1 2 3 1 5 4 1 2 3 7 8 13 3 7 11 12 18 15 5 8 9 13 19 5 1 1 3 13 4 21 11 15 1 26 9 5 6 20 17 26 28 13 26 32 19 22 33 26 28 14 40 18 33 15 22 36 54 54 34 18 61 57 45 51 26 13 51 3 33 57 43 28 57 53 26
73 1 1 2 2 2 1 7 4 4 8 1 2 13 5 8 2 16 1 16 4 16 14 23 2 11 11 19 9 3 16 12 14 24 16 28 8 4 38 9 36 11 1 25 1 26 2 41 6 4 27 11 31 17 26 5 26 32 25 39 54 20 3 19 27 15 7 6 6 22 40 54 59
72 1 1 1 4 5 4 5 4 5 2 3 7 4 7 8 3 14 5 13 4 6 4 14 10 13 17 6 27 9 9 18 26 26 13 16 10 24 19 30 22 11 23 18 24 44 13 37 32 25 47 24 23 29 28 3 14 21 1 57 26 20 18 18 35 2 45 56 60 23 4 48
72 1 1 3 3 2 5 1 8 4 8 5 2 1 10 15 8 6 7 10 12 11 12 7 13 11 11 4 15 25 30 6 26 20 33 28 29 2 28 1 3 20 8 7 26 19 33 9 5 11 1 18 39 6 6 40 1 12 39 5 4 48 3 1 6 36 52 18 67 60 34 71
32 1 1 1 1 3 2 3 3 9 4 7 12 11 1 2 16 2 16 11 11 3 21 21 24 20 20 8 14 20 19 10
46 1 2 2 3 3 4 4 2 1 6 6 3 12 8 2 7 13 2 14 20 14 19 5 1 7 18 2 9 16 20 2 18 1 30 13 12 37 38 13 2 6 40 3 5 24
19 1 2 1 1 5 2 7 5 3 3 11 9 13 2 11 3 16 8
56 1 2 3 1 4 1 5 5 7 6 6 6 1 14 5 11 15 5 7 16 19 22 22 19 12 3 15 19 19 30 4 13 15 12 8 34 15 28 32 15 21 27 39 17 21 35 32 44 5 46 18 12 1 43 50
14 1 1 3 1 5 2 2 2 5 10 8 12 3
39 1 2 1 1 5 4 5 2 1 7 2 12 13 14 2 1 5 10 14 20 12 21 9 8 9 19 22 21 23 13 9 4 5 13 22 31 1 35
6 1 1 1 1 2
41 1 1 2 1 2 3 1 8 9 5 2 4 1 12 3 7 17 7 17 8 6 20 19 18 12 17 12 19 19 9 7 5 27 4 20 20 4 18 8 27
6 1 2 3 2 4
68 1 1 1 1 1 3 1 3 5 1 3 11 1 10 15 12 9 9 3 7 15 10 16 11 6 5 2 14 29 2 7 25 11 9 24 30 37 7 19 10 29 12 30 11 14 21 18 42 20 48 37 33 28 30 31 32 10 6 58 10 20 2 24 60 41 47 32
25 1 1 1 3 3 5 6 3 6 6 9 7 11 3 14 9 13 1 7 6 19 8 3 16
67 1 2 3 3 1 1 1 7 9 4 1 7 5 5 6 12 10 16 14 7 4 3 3 4 19 24 25 27 15 20 22 27 12 27 22 34 22 34 39 20 5 13 29 31 16 15 21 17 49 49 44 7 9 7 41 16 54 39 23 24 46 45 51 23 51 29
80 1 2 3 2 3 5 6 1 4 2 5 9 11 5 3 9 15 13 6 11 4 18 14 23 23 1 24 7 16 30 11 17 4 14 2 11 19 34 13 20 40 17 40 19 9 22 37 15 29 22 42 31 33 40 9 38 42 40 41 40 44 1 53 41 44 8 10 68 55 55 42 56 58 55 29 24 8 18 4
79 1 2 2 4 1 4 2 4 9 5 8 11 12 10 13 16 3 11 1 6 12 16 4 2 13 12 12 28 12 22 12 26 33 30 10 27 13 36 38 24 41 32 33 27 39 28 42 36 24 1 44 2 22 16 42 13 34 43 36 29 12 3 18 16 5 41 61 15 54 47 16 27 11 68 51 28 3 57
54 1 2 1 1 5 5 2 5 6 6 10 12 1 11 14 14 13 17 3 17 19 15 16 15 15 25 13 26 21 4 20 1 32 4 7 13 32 18 5 16 41 22 16 31 22 9 43 6 5 14 42 18 1
57 1 2 2 3 3 6 7 1 2 2 6 8 1 13 8 4 1 9 11 11 18 17 11 20 22 11 12 24 27 1 19 12 23 28 25 30 23 2 10 19 5 34 38 40 7 2 33 35 38 27 29 29 34 7 36 11
11 1 2 2 4 5 3 6 7 1 3
29 1 2 2 2 3 4 2 6 5 8 6 7 3 13 13 8 12 1 9 8 14 15 13 1 23 8 3 7
56 1 1 2 2 2 4 5 4 7 3 1 5 8 1 1 7 2 11 6 16 14 14 3 24 23 19 11 12 11 16 20 24 33 20 2 24 32 11 35 9 15 17 15 5 23 35 2 30 31 12 6 34 6 45 20
85 1 1 3 2 5 5 7 7 1 3 2 10 7 2 1 13 9 18 18 19 12 1 16 11 16 2 19 3 1 16 17 31 32 8 28 35 36 25 9 6 1 33 6 7 18 45 44 40 18 41 42 41 34 5 46 40 38 38 25 12 20 47 31 23 50 53 55 46 29 34 32 68 24 60 64 32 75 42 6 64 60 17 41 19
30 1 2 3 4 4 5 1 1 3 4 1 10 3 2 15 9 1 12 2 6 20 7 12 19 25 2 3 25 19
90 1 2 3 4 4 1 6 3 6 8 9 5 7 10 3 14 2 6 16 18 5 11 20 17 19 20 25 19 22 9 16 32 14 26 30 4 20 18 22 30 36 14 31 9 18 18 9 13 37 12 31 7 34 41 38 30 30 43 33 37 42 51 32 39 6 10 49 42 68 58 19 16 43 68 58 17 5 50 27 62 75 40 38 59 37 31 71 24 11
72 1 1 2 3 2 6 3 5 3 10 5 10 9 10 8 7 10 13 16 3 11 6 12 24 15 26 15 17 2 7 16 7 14 25 4 36 11 13 2 19 15 42 6 41 16 46 6 18 33 37 28 37 21 31 46 28 32 33 42 9 16 60 9 51 24 34 1 65 2 25 12
62 1 2 2 2 4 1 2 8 4 2 5 11 6 14 12 12 5 11 13 10 6 8 8 9 10 14 1 16 26 25 5 23 11 19 2 34 32 25 30 27 13 13 9 10 33 13 14 31 42 29 39 26 47 45 31 3 49 15 16 24 19
96 1 2 1 1 3 2 2 6 9 7 10 7 13 3 3 10 14 12 14 13 7 7 18 23 24 16 21 21 8 16 5 15 17 15 15 14 24 35 14 22 18 42 1 2 37 5 29 23 42 50 25 43 47 11 16 36 15 39 26 51 41 60 45 59 28 59 11 68 32 17 57 22 37 31 53 19 55 18 70 29 37 38 68 30 5 29 8 56 13 58 51 51 92 53 28
58 1 1 1 4 3 5 4 7 6 5 1 5 1 13 3 14 9 2 5 16 9 17 23 9 2 3 12 11 16 15 31 22 24 1 27 24 21 25 11 31 41 41 2 15 30 4 9 23 22 45 32 15 30 29 21 22 46
17 1 1 2 1 4 6 1 2 6 8 4 10 5 9 6 1
99 1 2 2 2 5 5 4 5 2 8 8 8 8 11 5 10 11 14 2 19 5 11 7 5 15 9 27 24 21 22 27 7 6 11 4 12 9 20 6 29 26 9 32 31 36 12 37 17 28 43 9 42 6 12 46 39 37 44 58 7 46 11 15 53 56 8 51 3 13 50 56 55 66 44 54 8 36 12 46 41 1 78 41 54 19 15 64 78 76 88 45 7 60 19 94 15 84 12
22 1 1 2 3 5 4 3 7 7 4 1 11 8 2 12 5 16 3 17 20 4
94 1 1 3 1 1 3 7 5 3 9 5 10 5 2 14 2 16 10 11 8 13 12 1 3 14 18 16 9 2 26 20 2 4 17 21 12 8 14 20 14 16 28 14 1 8 9 33 19 37 11 29 5 2 49 40 2 14 24 51 1 39 13 6 18 9 54 19 24 49 56 3 46 19 17 39 20 51 9 1 38 62 10 22 40 43 75 66 3 77 10 63 67 2
11 1 1 3 1 3 5 4 4 1 3
